row,x,y
1,111.7505825,33.9168475
2,44.5837815,33.0835125
3,97.4172205,20.0834865
4,103.5838995,33.0835125
5,50.7504605,19.5834855
6,106.0839045,36.2501855
7,155.7506705,-6.41656649999999
8,101.9172295,32.2501775
9,113.9172535,36.7501865
10,64.5838215,47.7502085
11,42.2504435,23.4168265
12,111.2505815,41.2501955
13,113.5839195,-0.749888499999997
14,66.4171585,30.0835065
15,104.2505675,37.5835215
16,90.2505395,45.5835375
17,125.7506105,8.4167965
18,86.9171995,28.2501695
19,133.2506255,34.5835155
20,128.5839495,46.7502065
21,63.7504865,38.5835235
22,38.5837695,34.5835155
23,74.4171745,38.7501905
24,125.0839425,53.0835525
25,117.2505935,26.7501665
26,127.7506145,35.7501845
27,99.5838915,29.2501715
28,80.2505195,35.2501835
29,54.0838005,22.5834915
30,71.5838355,47.7502085
31,54.0838005,43.2501995
32,41.4171085,35.9168515
33,85.9171975,41.2501955
34,54.5838015,37.2501875
35,73.0838385,51.0835485
36,100.7505605,44.4168685
37,63.4171525,42.4168645
38,126.5839455,42.0835305
39,123.7506065,52.5835515
40,76.0838445,32.4168445
41,114.0839205,42.9168655
42,103.0838985,48.7502105
43,109.4172445,25.4168305
44,55.7504705,46.4168725
45,82.2505235,42.5835315
46,58.0838085,50.0835465
47,78.7505165,28.4168365
48,65.9171575,46.9168735
49,64.2504875,46.4168725
50,98.9172235,33.9168475
51,128.2506155,46.4168725
52,54.9171355,30.5835075
53,112.0839165,45.5835375
54,120.7506005,42.0835305
55,121.4172685,45.0835365
56,101.9172295,12.7501385
57,80.7505205,16.5834795
58,54.0838005,50.0835465
59,141.0839745,38.9168575
60,43.2504455,13.9168075
61,127.5839475,1.41678250000001
62,84.4171945,46.4168725
63,143.2506455,-7.08323449999999
64,139.9173055,38.0835225
65,62.2504835,38.2501895
66,142.5839775,44.0835345
67,44.0837805,20.5834875
68,73.4171725,41.5835295
69,79.5838515,31.5835095
70,90.9172075,23.5834935
71,93.0838785,48.7502105
72,55.4171365,45.9168715
73,117.2505935,3.91678750000001
74,78.7505165,17.5834815
75,136.9172995,34.9168495
76,67.2504935,27.7501685
77,72.0838365,48.2502095
78,85.9171975,21.7501565
79,72.0838365,28.0835025
80,57.5838075,27.4168345
81,82.4171905,22.9168255
82,100.7505605,49.2502115
83,77.4171805,48.5835435
84,81.2505215,41.5835295
85,69.9171655,49.4168785
86,71.4171685,25.4168305
87,119.4172645,49.7502125
88,77.7505145,43.7502005
89,88.4172025,36.7501865
90,77.9171815,46.2502055
91,78.4171825,38.0835225
92,73.2505055,29.2501715
93,123.4172725,41.5835295
94,101.0838945,-1.24988949999999
95,36.7504325,37.2501875
96,33.2504255,37.7501885
97,109.0839105,41.9168635
98,42.9171115,40.2501935
99,71.4171685,33.5835135
100,129.0839505,42.5835315
101,102.7505645,12.0834705
102,108.7505765,36.7501865
103,40.2504395,22.7501585
104,126.0839445,40.5835275
105,127.9172815,45.9168715
106,107.4172405,-7.4165685
107,134.9172955,35.0835165
108,103.7505665,11.5834695
109,100.5838935,41.5835295
110,47.2504535,21.0834885
111,127.4172805,45.5835375
112,53.0837985,27.5835015
113,61.9171495,52.4168845
114,69.5838315,44.5835355
115,112.5839175,-2.24989149999999
116,106.9172395,38.0835225
117,109.0839105,28.2501695
118,109.2505775,18.9168175
119,87.9172015,46.0835385
120,42.7504445,26.5834995
121,75.7505105,25.0834965
122,49.4171245,21.0834885
123,67.0838265,27.7501685
124,81.5838555,30.4168405
125,142.9173115,-7.08323449999999
126,98.9172235,32.2501775
127,73.5838395,44.9168695
128,95.2505495,22.4168245
129,111.5839155,26.9168335
130,78.7505165,32.4168445
131,51.7504625,33.4168465
132,117.5839275,46.4168725
133,84.5838615,23.5834935
134,66.4171585,51.4168825
135,122.5839375,46.4168725
136,64.2504875,35.0835165
137,75.0838425,42.4168645
138,83.0838585,26.2501655
139,63.5838195,50.5835475
140,103.7505665,29.0835045
141,69.2504975,28.4168365
142,56.5838055,30.7501745
143,110.2505795,22.7501585
144,116.7505925,30.2501735
145,126.9172795,49.0835445
146,107.4172405,24.0834945
147,40.7504405,30.9168415
148,108.4172425,38.4168565
149,112.0839165,39.0835245
150,123.0839385,40.7501945
151,93.4172125,37.9168555
152,98.4172225,19.9168195
153,75.2505095,18.7501505
154,80.5838535,39.2501915
155,103.7505665,-3.91656149999999
